A11:Subject Knowledge,A12:Teaching Methods – Theoretical Knowledge,A13:Teaching Methods – Practical Application,A14:Information Literacy and Management,A15:Languages,A16:Academic Literacy and Numeracy,A21:Analyzing,A22:Synthesizing,A23:Critical Thinking,A24:Evaluating,A25:Problem Solving,A31:Inquiring Mind,A32:Intellectual Insight,A33:Innovation,A34:Argument Construction,B11:Enthusiasm,B12:Perseverance,B13:Integrity,B14:Responsibility,B21:Preparation and Prioritization,B22:Commitment to Teaching,B23:Time Management,B24:Responsiveness to Change,B31:Continuing Professional Development,B32:Student Feedback,B33:Networking,B34:Reputation and Esteem,"C11:Ethics, Principles, and Sustainability",C12:Intellectual Property Rights and Copyright,C21:Research Strategy,C31:Income and Funding Generation,D11:Team Working,D12:People Management,D13:Supervision,D14:Mentoring,D15:Influence and Leadership,D16:Collaboration,D17:Equality and Diversity,D21:Communication Methods,D22:Communication Media,D23:Publication,D31:Teaching,D32:Policy,FDP_need
6.213137544,3.023206569,5.422403169,1.837260832,1.320930161,8.689504409,1.885619763,5.734138682,2.694560272,5.102436507,2.363139223,2.715906755,5.233687932,1.49587769,3.030873944,2.481942051,7.575327262,7.809260352,7.070855484,9.870660048,5.027359559,1.203085315,8.7390663,4.253086657,5.876290075,7.84678981,1.776654468,4.695340659,9.295523498,7.607131509,6.684800363,9.528668261,5.997973766,9.741123553,7.622657499,6.087157788,8.837674385,6.856100369,6.874765316,1.589687382,4.496352093,5.755673033,5.14766147,1
4.377973623,8.696264575,4.774435778,1.253674988,9.610400968,4.290889325,6.74731662,3.867261355,7.145242289,9.735608352,6.664666404,6.674592192,4.311126865,8.447480797,2.48733212,8.095979459,5.518170043,8.981958555,8.161860817,9.529065612,8.097348162,3.514953746,5.345991645,8.059885308,6.349007666,6.662999045,4.188518249,1.036359729,9.737711237,3.73056177,5.089686288,6.505044083,6.619115005,4.131558229,9.008100161,2.91346326,7.973587081,9.712534656,8.837661727,9.261311365,9.831338234,1.035253925,4.059562219,0
2.952957197,1.837304797,9.617895039,7.142789,7.354501589,5.552180148,6.667546853,5.321979958,3.302693569,7.103897911,2.964508224,1.987460734,3.35988231,1.758889161,7.195783376,4.300786062,9.134270815,1.587096482,5.435681718,5.205260543,2.433856268,6.681530376,9.430974798,3.689944413,9.485932557,2.102749902,9.929847068,9.857349673,4.473316922,5.263698877,5.804908145,4.871131709,6.298616118,3.116513861,8.83990677,9.489688956,1.412083618,3.609762251,3.835144727,5.995860787,9.723456057,7.789696025,4.237640319,1
4.569928016,2.019347253,5.806319876,5.243406844,5.771285983,1.599884959,9.665378608,6.615147878,9.82114933,7.292433892,4.596871828,7.748244978,8.222892395,5.930643149,4.176528041,4.818146813,8.57592242,9.44823735,6.908173138,3.734062392,7.854650011,1.421404501,8.316369601,7.105611245,4.755353165,8.914829451,7.00606623,2.798082252,9.763185802,9.705537956,4.862841607,7.042011296,9.967089913,5.895306542,9.14201425,7.194448797,3.987588372,4.685412898,3.553177695,3.130357697,3.344420772,4.530922049,3.983835598,0
3.394176481,5.538783444,9.060859977,7.052807968,2.699076143,2.646012139,2.950783301,2.043753132,7.313229557,9.205416411,2.093673991,6.699934264,2.434962264,6.872868165,4.16031411,7.110640702,7.968835244,7.096451085,1.345535708,5.945441027,2.885142403,1.753506943,3.9692922,9.952207512,4.532727819,5.327516541,7.695809943,4.305080994,6.359540249,6.802041083,1.932959255,2.616344969,6.812092907,5.1384921,3.734467684,4.184955767,7.795390788,1.38121522,3.153546471,5.695192714,5.68445367,2.385109318,1.298670201,0
4.351018469,6.648934625,4.549871276,8.977325446,7.37091588,6.735431401,6.029909489,4.295372451,6.782350108,4.483263966,2.320196772,8.392364657,2.35466505,1.868317568,3.175240835,1.03602283,6.668806698,8.402012631,3.867374114,3.537941775,3.823524065,5.943285511,3.208389125,9.339585606,4.289803329,7.67328578,3.339528713,7.144600532,1.603433119,1.177907274,8.743313458,5.48450993,3.489487404,7.167684225,7.758257123,1.329562973,4.881385405,6.362444979,9.240434522,5.741562472,2.848157292,5.111168709,6.274096168,0
6.381402668,8.701696206,2.317811242,2.965864653,1.484362969,7.834932207,4.112381478,4.999109812,4.018734738,4.296622982,7.000574498,2.618934649,4.66129104,6.961415427,8.993094495,1.348256306,5.963580401,9.985672247,7.418321947,9.851188866,6.912922589,1.379904422,9.019702199,8.358157453,5.682183894,6.893717771,8.862406009,1.258708573,6.932668207,3.761185124,9.031516169,5.804650098,1.477904069,2.429518243,5.829733641,9.137096281,7.379403607,6.292648815,1.632307901,5.518279302,1.970255842,7.537848342,5.987983085,1
2.119809165,4.629316212,6.439512462,3.484232453,1.463295326,9.192996814,8.759829653,1.163462658,2.514441155,4.144655581,4.793731484,5.761502891,8.457102119,8.373607873,7.701701709,7.894466951,3.142253845,8.321203874,9.723737593,6.219674078,5.886098993,8.125365954,3.904327273,9.975089237,1.503249264,3.75769054,1.044125504,7.774469212,8.161317875,8.7304755,3.056760128,3.568995315,9.997482341,8.645105531,4.224837236,4.573705424,9.234195371,2.234162762,1.625119504,9.17197504,9.165893485,9.283346587,1.882643204,1
4.518305775,1.201278114,1.721330327,8.00347192,7.737558262,3.921971792,9.711606749,2.755166503,5.657259554,3.670193875,3.366964253,5.113323726,2.341840515,3.040701043,6.192483555,7.143943712,4.318014941,7.766672413,1.310619782,6.958856534,4.808256594,6.542059092,9.129997416,4.58730774,2.945086665,1.103774977,4.956568401,2.689448688,4.665422625,9.732775135,8.065562048,6.730572286,1.792565778,6.470126092,8.23798235,3.801806008,2.255376044,7.703354702,2.38913109,3.856470277,8.661701597,6.036943258,9.022447055,1
7.255715731,9.454135098,3.134066573,7.818252439,5.323316087,7.831232728,3.692630423,6.27115426,8.951876168,5.481507334,1.903595329,1.590540966,2.443157222,9.785953965,5.053901202,1.414637386,5.751593481,8.165616766,5.333245237,1.165631676,4.816890993,7.876010439,1.090948396,4.852790685,2.243732931,1.759850633,2.043054945,3.443141013,9.563998484,3.571646311,2.985000565,9.97531492,7.131216482,4.445313047,5.851357628,7.591424989,1.180322616,2.811922517,1.143531397,7.936001021,6.155644824,9.692997383,1.561983863,1
1.848543887,4.398257737,5.323478176,9.365564012,7.958563484,3.049672052,9.443111622,7.307748831,2.564973812,3.231964344,1.226899811,3.911638614,2.965756534,7.658666396,8.319546642,9.132236865,5.211204287,7.229663201,9.407685879,2.144686268,1.636070871,2.625741996,3.083851236,6.701971852,5.31992175,5.523351955,7.625889899,4.650813494,2.274273867,8.737277833,3.785689029,3.143885737,3.475667215,9.154624397,4.429206722,7.501551566,1.26518911,4.075433478,9.76439747,9.277395935,6.579931248,7.224012497,8.126655884,1
8.817784497,2.577736714,8.42012773,2.184262159,5.207448088,9.826918458,2.113529574,4.925585138,2.23151874,4.435500142,5.673947866,9.442270752,8.077698967,5.485384321,7.558646295,7.171202155,7.373615038,9.380092079,7.759406329,5.616769352,6.10762889,8.708130947,7.334438038,6.853822077,8.327102253,2.581885741,3.25782384,8.464079293,2.981390243,6.865941722,6.316791536,7.062745147,5.123937493,5.5873842,2.840038339,3.316888455,4.247511831,9.407944312,1.30103411,4.54221006,7.165899996,8.723068441,2.104766911,1
3.845792927,1.891579476,5.150376892,2.483782042,1.965724638,1.843265066,2.483335246,8.576097774,7.252207288,4.24588472,1.086701882,5.415927776,1.457919709,7.145829873,3.551913638,1.728640162,2.91993618,1.608478292,9.615377601,4.084432201,6.659757524,4.771520262,1.400659724,3.104409007,2.264222948,9.64652676,1.404039364,6.227901685,9.746070066,7.212606204,7.612191894,4.258911751,1.77780441,6.768755277,7.61831096,4.098458858,4.186168788,9.647715647,7.638313992,5.928769492,8.008166986,2.851290958,2.598243601,0
6.414157004,6.710430092,1.285567979,8.587640535,6.872160725,7.852754222,2.093735717,8.043955351,2.758430276,1.968803328,9.851386245,6.143862805,6.101812872,5.418275445,6.557034732,9.03901437,7.1214798,2.037477648,4.468935422,4.931960121,5.443918217,1.323657357,3.091402094,2.804816449,5.604626405,1.849417134,2.40494185,1.704886824,6.688858438,7.52745687,4.479392576,4.235906025,9.302695552,2.190255884,6.812071246,2.094799336,7.807433735,1.580946386,4.265980422,6.652210678,4.443809076,9.85393835,6.136199185,1
8.689761239,5.36276979,2.8518505,3.84955036,5.812742539,7.78056991,5.090321564,7.440187475,1.505507651,3.274462671,8.792485619,4.706199199,3.968004033,6.319341185,7.764907926,6.260199642,5.436966547,7.322584279,2.661967412,5.117210978,9.180939542,2.123784696,3.948312207,6.512582284,3.854338071,5.334758874,2.88983455,7.073968845,4.432209962,1.566551976,2.336589389,4.932984664,1.445897529,2.084009135,4.535811298,9.485262855,6.782742126,6.323754929,6.486506503,8.560753985,5.438204475,4.803660488,3.409595857,0
1.641506505,1.308626123,4.511308658,4.818314857,2.422792476,1.798180994,1.444135329,6.296052078,5.591524886,9.878378066,5.210041552,3.23325071,2.139391707,4.865023054,4.938130162,4.553183897,2.197910075,4.166246195,5.160222277,3.02144368,7.196865276,6.772543025,3.774588233,1.045424446,4.707599935,9.932935989,7.335803349,7.002599795,9.234954712,6.745267571,9.504866099,4.173909488,4.520808366,7.271824347,5.826382276,4.033886219,3.579858555,5.494249663,3.581185136,2.543121948,5.549800499,1.390127313,1.363353574,0
5.084748885,9.854433285,4.745243209,1.409792597,4.27037315,9.76665197,1.211464666,9.279628162,7.14396303,5.009151665,2.611800365,4.630002272,5.448393041,6.98093003,2.054036433,5.835747028,2.397937098,1.949989751,3.483540329,1.042348022,9.85495396,2.057814219,9.349809832,1.209551567,4.422655337,6.512789324,8.443633959,2.092601923,8.997820367,5.225463732,2.958116851,5.280121796,9.827079458,4.836881545,3.66258694,6.838911824,2.723309327,4.93489628,9.865570803,6.842724811,9.737784721,5.956406155,5.380413637,1
8.252431374,3.6391162,1.576281792,7.858399796,1.798513749,1.897671054,6.142897908,8.560881812,4.968300048,2.471228953,9.480332258,4.778859692,9.254514507,5.448813467,9.145064479,1.663603082,9.762622477,4.611859661,4.593975925,8.274583629,1.671146952,5.511740656,3.970691113,5.29266059,1.841457553,7.497350862,8.793882869,8.406004637,7.575380858,1.737614612,8.642785139,5.353409731,1.663882859,5.825501796,3.393918156,6.216463045,1.301151591,2.136837107,2.250630479,5.789998209,7.007508432,8.521867343,6.25293168,1
6.770448168,8.066354669,3.449384134,4.923992566,3.142980952,9.039360435,1.473085879,3.549165272,4.666491048,8.706751558,4.209140278,6.699956022,9.038344246,9.161049623,8.627869606,9.455702968,8.096707534,4.714780114,5.79762803,7.369876105,1.567903296,4.801635424,4.370706744,4.704458171,5.021508067,3.770954337,4.832274585,6.486478491,1.242029838,6.961421851,7.514536357,9.881091076,3.905673095,7.814334657,3.386070281,8.562109358,1.010430701,9.097583541,8.610854611,2.200919178,9.571585733,4.848893378,3.332648589,0
9.041814357,9.496633296,7.009583169,9.322298623,2.201806608,1.111678707,6.740669548,2.310653467,8.298026597,1.960261399,8.430766147,8.776719842,5.649702687,4.027996771,3.772192376,6.898504064,1.455395252,3.350655041,2.499752147,8.641376737,7.127744815,4.941309554,6.203841096,1.070472741,5.740141695,1.976582494,7.238488837,4.971249699,1.050483665,8.233262652,1.595437235,8.560100878,5.314647684,8.213529505,8.973998603,7.692186796,4.310039268,4.504418736,8.13034437,1.582862007,7.730585027,5.993828134,7.086341304,1
9.494120326,8.685018748,5.627526862,6.780266412,2.670819435,8.999867145,2.148600088,8.796526838,7.622168204,7.453699601,7.59113447,7.972250684,1.919914306,5.150755987,8.877501247,6.505896652,1.12698333,5.304053083,8.848255551,2.613374207,1.454199098,9.970949015,8.454657,5.939370584,2.423922595,6.514186294,9.605384359,8.323651226,1.118870669,4.349219968,4.545439627,3.385243182,7.894202766,4.441117657,7.930607774,6.996272662,9.635856219,6.240217581,5.68141238,2.817727874,9.006715378,9.18772065,4.681605711,1
6.647583147,6.811062039,7.873791944,7.506763566,3.347263479,5.032920799,4.125121062,5.172746574,3.53510472,2.270683398,5.624049261,8.67853632,5.434860469,6.325674793,5.279797378,5.165836575,5.838660658,2.02780118,6.749445105,5.180480607,9.032306731,3.671258762,5.374303168,3.452474229,8.878974916,2.262344733,3.155438727,7.179779875,5.419729948,8.602202475,8.780560918,3.776012411,8.873192027,8.297130728,2.862456792,4.082522664,6.255701932,3.577431586,3.990555394,4.11673359,3.961174383,1.032055026,8.283026613,0
9.872385746,9.655533438,5.431595012,6.368675445,6.96447228,2.537378085,5.779699592,7.824656394,7.316839644,4.273974509,6.006545174,1.835895783,1.661531249,1.927261364,8.962547646,2.661010486,1.737514848,5.698259208,5.161430894,1.855563454,5.128362104,4.470973956,1.142959571,7.121447555,5.94146757,8.47244085,9.135245954,2.287305498,9.023701994,6.32534073,6.328658388,4.452342483,7.015235667,9.80565074,9.910798996,2.014361376,4.448398244,7.781974944,4.36612932,9.645493962,6.884606908,1.442594326,4.825230528,0
3.04121071,9.785204441,3.369027998,2.871110461,8.035868042,7.432326892,1.659875988,8.999722684,2.719793236,2.673123012,2.150061729,2.580811326,1.389427582,2.217353161,6.640674981,3.315430161,7.823099703,7.36494108,1.978519873,7.88432869,3.025560981,9.546397824,6.194682593,9.957490651,9.096822998,6.000355782,9.49501417,1.486577454,6.723184784,7.337723273,2.539757708,4.071344503,6.282278382,2.45297965,9.168237791,8.958135044,4.578860654,9.344952673,2.718093895,7.714183243,6.382002141,3.948314289,2.396971995,0
3.024891531,1.532418939,7.481351828,9.799080475,9.987064307,5.278403039,7.587236283,9.503640468,2.828036979,7.692789006,1.608794858,2.001000729,7.266123806,8.277873067,9.765334232,7.885097352,8.420155197,4.220591819,3.923000129,6.058735896,1.439204614,6.918539679,4.64039988,5.142194402,2.823214831,4.699925716,9.733321112,4.292029393,9.369089578,5.114015099,9.508546599,9.566049332,2.068852738,7.695252228,9.376814928,3.548415609,4.086170535,3.182029048,7.983922217,6.723637217,8.832896132,9.51764906,7.070660245,1
5.422388294,9.961165302,7.019565789,2.041997656,6.040537771,9.734623916,5.704844243,8.851318176,5.497390112,1.663285234,5.883867194,1.587544061,8.703255886,7.175303165,7.380931747,7.211316134,1.465145633,3.280312194,4.176553768,8.928518986,1.527298442,7.960542853,8.172083822,6.484628455,8.933856887,2.660483073,8.569279929,8.378580475,8.843209893,3.081093943,2.194215385,1.483757815,3.627017813,6.969004918,9.467861725,3.005168596,2.975889006,1.737140209,1.516240418,4.572281072,4.263776987,5.232679413,3.274815129,0
3.835564627,1.408240536,7.036581088,6.5063546,5.479645082,4.025494676,8.708457867,9.162087719,3.447162675,7.489475344,2.694021954,6.287221827,1.248450707,5.388823544,1.774565771,7.149970163,1.655446482,6.296725664,7.750820116,6.362786501,2.350375496,1.216650747,9.915828412,2.754591198,2.479412573,2.008339904,6.774987596,9.147990617,7.464090235,5.551611148,9.906376595,6.053463319,3.936192772,8.995708763,3.781018914,5.420564658,8.363794423,9.272636854,4.292331332,5.681863958,6.526139916,1.878974635,5.971601663,0
2.147824949,7.720883859,1.050717013,3.130588241,7.214085753,3.47753938,9.847782764,2.531759415,7.68718554,7.415949682,9.901871764,7.202403946,4.679939393,1.872214972,3.778890431,3.208227704,9.113925318,3.214329416,5.865134564,7.572713528,9.925301508,5.753926254,7.10274935,9.745103309,5.675342089,2.452585298,6.668502177,6.373232625,3.340550816,9.720250091,9.724462753,4.208276351,3.460978223,1.335497886,4.906203601,3.997925972,3.161597604,8.355482139,3.174166188,6.788006081,1.054556677,8.257744495,8.0460346,1
3.878654089,1.227169298,8.821742267,7.744157293,6.737769399,9.015443197,2.334246931,6.900186777,3.366579971,4.348393704,4.095682452,9.721201689,4.660393481,9.935548361,2.209799605,8.046452587,3.197786604,1.093685132,7.767527256,8.681869843,5.671612036,5.305798381,5.415955121,2.438275846,4.273353953,1.084903488,5.653647402,6.181215842,4.856434074,6.589828525,3.082504457,2.841106728,9.816758449,4.665107894,1.769957604,5.059364002,1.224261484,4.523148815,9.595172088,1.545799274,6.640698361,7.698990336,1.125856136,1
5.429742147,1.08566102,7.059271335,7.526654946,9.273228972,9.470715801,9.98887451,3.541196207,8.470506653,7.323052096,8.517494709,1.07870289,4.913223384,4.082430203,1.665879525,6.023943303,9.183769078,4.808186435,2.561876059,5.199273673,3.366498156,5.376406929,5.421792793,5.603272123,4.473625257,2.138274215,4.273699921,1.021737441,9.787901929,2.567603554,5.059402397,6.885546451,4.559385743,5.25855995,7.884950714,8.32180553,3.963836608,7.819496894,7.779112149,7.616969394,8.707660452,3.808424281,4.824027254,0
7.696875838,9.156763527,4.736522282,4.511247417,7.400799729,6.751106624,5.87084951,2.661445012,4.89026214,5.766603435,9.430572975,5.614689921,8.359950748,1.227422852,2.913776823,9.534197342,7.633063922,4.989896678,7.026382267,7.978754643,2.504010634,6.784749834,2.311677177,7.966627715,5.987436885,6.367224275,9.188891331,5.079148191,1.657226705,9.29627708,6.481036289,4.833883557,6.476168642,3.65670573,4.338550746,7.222485226,5.562826669,3.071488368,9.875085539,9.447953416,6.890301676,3.805552319,6.455168518,0
3.812540994,5.867574658,9.764987057,5.142644227,6.285271495,8.971680608,9.323153167,6.296013804,5.172086764,4.009451332,2.718780353,1.319551588,1.018975409,3.039483009,1.994641966,9.140675633,1.482201803,5.652072692,2.745528944,8.587370952,5.873022798,9.332010024,7.883187446,6.209204502,7.571549695,3.077874608,2.70615033,5.426850926,3.462541102,5.377565486,8.38607044,1.224374056,4.222987472,3.504119708,1.011042792,9.737502312,4.122694504,9.07906038,7.982704944,9.754886525,3.027494908,5.250977149,2.934004441,0
2.419419389,4.092960045,6.271099443,7.964778489,9.042806946,4.649807793,8.197249156,6.870398819,5.306524365,6.730453006,2.40122588,8.442696623,6.483362698,6.446388851,3.663898681,1.109504527,9.31955308,9.263289952,2.62939852,2.621244213,2.590521387,5.348441858,1.084204541,8.773366978,5.17583417,9.549027713,8.998055958,8.296136178,5.668033871,2.712477082,8.624880757,6.518922413,6.168448411,4.286867755,6.27769207,5.016683843,6.003477845,1.34075764,2.537598917,2.36245366,7.727443114,4.274586792,2.402178478,0
1.546894466,7.553542597,1.022855426,1.386650872,7.319090312,7.79994108,3.829841862,6.27701382,3.101250591,2.287195431,2.60681821,6.890956342,4.812642352,3.311120725,2.232245473,8.767201664,6.472848661,9.371184326,1.801342054,8.950619176,9.839515203,3.765799552,3.25949534,1.444801138,5.662332937,4.162896555,9.628426408,6.863081208,5.08693853,2.966148302,6.282120601,6.184198433,5.982525336,7.534285281,9.800377677,4.06525283,3.559629257,8.366368742,4.183154078,6.892806047,7.102135996,8.295273954,5.971116274,1
8.233773959,3.215949334,1.821191995,9.933223731,5.880960828,9.713614033,4.151082676,9.156685251,2.761693536,5.032513543,4.197177643,7.998336061,8.564214779,4.31809289,1.839399155,8.956226785,4.752257569,4.532275401,9.472774583,1.261621739,6.797946998,5.352845951,4.500644809,5.320979238,5.167467935,4.944110553,7.857477969,6.630809906,4.842764156,6.530159099,1.521574935,2.749599421,2.679093476,8.453986483,6.27443685,5.994426205,4.133067268,6.22265747,7.872592934,5.456688007,8.01759281,2.398037722,6.588173839,0
4.410344292,8.787213709,5.052898863,6.123560195,7.123622486,7.758934639,3.168605648,4.776002291,6.074216617,3.634932161,3.021979604,9.348419961,5.110303107,1.56718903,9.950557046,3.98032523,5.848078388,8.245107197,2.346322442,6.004258934,9.512254216,5.645685668,4.504614771,1.260485142,7.049160144,2.970125495,3.832996651,8.697120816,7.576845599,3.517492594,9.844474272,5.069409405,5.967451116,2.247609001,9.918838485,9.336743138,2.459003906,2.132261095,6.855870551,3.406623763,7.534347535,2.180667791,6.419804506,0
1.204106782,4.801924581,2.226064487,2.560689563,2.811882269,1.666029126,1.036909755,6.012135502,2.625516698,6.196296866,7.445673239,9.98403633,7.422755313,8.680716439,1.199045482,5.687520338,7.340690643,7.325211513,4.901362419,8.737792127,1.17674097,6.544721793,4.208244758,9.094676472,6.832877476,1.363081283,6.708743584,7.267311064,7.682448125,9.527541934,1.185431221,9.146634836,8.560328263,6.902348261,1.194098311,3.708100922,2.598234408,9.836850397,1.213130204,5.991614187,7.26852923,1.921659528,2.157025897,0
2.006238398,4.442308243,8.709124739,1.623307087,6.332291292,4.084881529,3.57673372,7.261211367,8.792080858,4.281720946,3.547465389,3.681458632,6.502069639,7.462851241,7.824595307,2.361567374,2.129476145,8.375159773,1.575667629,3.783268813,6.786749195,6.486748073,1.412756282,3.937849151,7.082437028,4.000426727,7.210635568,9.377285366,8.289964366,7.066923327,6.690066298,2.665871644,6.240600126,6.483304686,9.79789136,5.487347053,3.866121459,7.373933303,9.935674411,2.689792225,1.420836788,1.64315784,8.829629066,0
3.033065015,3.100903792,7.191826558,3.16832892,7.33584989,3.007699728,6.401016297,6.09221737,1.257919045,6.904020704,4.563834093,6.352698004,2.612108479,5.970133154,4.719719794,8.682141496,2.169731016,5.517530759,2.735148197,7.710852547,1.589280644,3.147401759,7.232536704,1.548176934,7.244300365,1.869872483,2.056766058,7.748283382,6.396198989,3.558200365,5.6398515,6.017823997,6.260006302,8.529129025,9.168216763,9.548854368,9.38640662,1.490282837,2.611802918,7.603242297,9.331920139,3.475669415,3.831804732,0
1.123344757,2.670910425,2.863185879,7.083402128,5.070633046,9.20124831,7.543646361,4.974622615,9.693729431,3.385750017,6.79533685,3.1575394,2.741679528,2.028931154,7.894356284,2.025636285,3.076551321,8.694521553,8.979487105,9.29994215,5.079540653,4.525088403,4.035207108,6.693049588,5.504809579,1.249670509,3.384200562,8.423440622,3.483719284,5.755109707,5.712433076,6.02386005,3.626273923,5.489594057,4.778115803,9.455858588,7.235413849,6.629193048,6.867766617,4.947870229,4.459633571,7.170103885,1.571996739,1
4.720866407,4.797719922,2.366634526,1.714370344,7.744124987,9.726986389,6.42175486,6.346246717,4.574381924,5.442914863,8.281718281,4.164250203,6.354390867,4.464143921,3.663552365,9.899762986,3.137826411,4.100171779,4.770548876,1.850595671,4.788822961,2.21417715,2.595340666,9.284075032,9.814603123,6.286372391,2.668441368,2.629072746,3.466464939,6.084871695,5.258428668,2.163833576,2.190940404,8.654969311,9.564902485,1.717316239,8.595307437,6.502400507,4.84188164,5.034300431,5.913029911,7.683931248,5.19689811,1
7.531611907,8.609276473,9.026475227,8.585934536,3.892587006,2.651769517,3.718205683,9.903743807,8.453141952,6.102427906,2.21215404,3.342293958,3.736955914,6.899019174,5.08194693,2.872881216,3.295852224,6.209728366,9.030685313,9.914697569,9.81467992,3.385460963,2.575920063,7.605022754,6.819667859,3.616131291,1.469021072,2.266404996,6.495937522,3.358663083,1.413805157,7.110590557,3.168667643,8.743996118,4.824293306,8.616702661,6.333325164,2.428992222,9.971170145,6.474669031,7.844906203,9.882914,9.17197065,1
4.743279195,9.647314871,5.846844046,9.381134052,4.011473775,8.026916258,1.88756277,7.313049834,5.967256976,5.401810258,4.742746062,6.749329811,2.428722403,7.824969683,6.322734537,3.22372395,9.97811717,4.346473681,2.787365614,6.297875544,7.415580704,3.081804149,3.085755771,3.911377434,7.006678815,3.303210305,8.197255526,1.211289793,3.859632198,3.076863926,5.749543197,4.637913529,5.16251946,3.429968963,2.547963854,5.415027872,7.605847733,1.434991423,1.626156919,8.316677899,9.033761446,8.485707225,8.246299388,1
8.831052158,9.391997405,1.500856909,6.542230414,3.584632304,3.627574161,6.55238059,9.678126704,8.559083371,3.66484423,5.657935413,9.093784355,9.500749241,8.391942149,4.592547879,9.19825363,8.396891759,9.596077262,4.59677208,2.603205087,4.902421216,4.156371922,9.718315229,6.341538327,7.361504491,1.670401099,5.069620465,7.236778807,7.245155706,6.376314128,7.565240173,2.962567394,9.198468319,3.014085878,9.889910333,8.789815766,9.859801551,6.999778153,1.947666229,5.046135729,9.094279694,7.601109979,3.07774446,1
8.634575292,8.398287844,5.808234415,9.648209082,6.563207537,6.603432691,4.767830523,5.237444912,9.864066481,4.797608756,1.981960937,9.271434884,2.546027203,5.130076471,2.683929386,2.141801635,5.649892589,1.226080436,5.608591972,3.024783256,4.409723045,2.830297352,2.102902281,2.760335477,1.197346226,7.404290524,1.752637859,9.031285516,8.59403668,7.07922244,8.674033883,4.049194089,6.147366465,1.106914861,6.333700747,7.79191132,4.435751533,1.903365444,5.655714399,3.201736538,6.930889704,2.37060328,4.559164788,0
1.381511771,7.050450487,3.919875851,6.355072785,1.011224071,8.182994816,2.308925876,2.88406172,2.812600789,2.283135625,6.39309885,7.316438309,1.576196159,4.175127039,5.142744504,9.252393933,4.656399719,4.36811122,2.534350125,3.024001925,3.422498545,3.610499294,8.087744747,5.445127739,7.45314409,8.280333281,9.945908168,5.459379186,6.671728315,6.510006064,8.705361187,8.504809305,1.750842334,4.411741491,6.164230411,5.873873137,6.033019411,7.632707495,7.254106633,5.429962103,4.032846136,5.546069751,2.988872957,1
8.904468534,8.870537802,3.066029031,1.659824333,4.785776183,6.204409371,9.259437848,5.110837184,5.162761994,5.171614825,6.076055434,4.700159693,8.756988305,4.87320837,5.588218822,8.20839366,9.698114672,2.082646523,2.042836814,4.80862202,9.682892478,4.465288915,3.241723388,3.355969799,3.575003998,1.750339938,5.584033516,7.873416226,9.166332945,5.238590381,3.472838267,8.058854013,3.976222048,1.62289363,1.31076885,4.278428235,6.610348951,9.989756189,6.185543986,1.042382195,8.734444364,6.714374259,8.711694231,1
1.161780642,5.848382495,8.103797042,3.766552676,3.870942346,3.107114525,8.215969495,1.075052189,3.523601438,1.532327397,1.555888284,4.631272036,1.757101591,2.598732718,6.018411865,3.247002998,5.692921837,1.832867393,8.962722734,7.575319929,4.412264905,4.299439358,2.918597372,1.708986994,8.657365658,4.763204765,8.436206905,4.465210732,2.438900375,5.670577989,3.527677871,7.682089912,2.938573433,6.054792859,1.686476248,5.759629505,7.721750197,8.511809312,7.775899891,5.310280184,7.169218548,8.040890888,6.941710752,1
3.575732154,1.52191887,4.962624423,9.760003675,7.026824921,5.291926345,3.823981937,3.109767299,1.554378342,2.976222038,7.813122647,7.296459017,8.199888149,8.144639879,6.748828949,2.680075142,2.614165911,7.920715547,3.551860873,8.012621299,2.398979556,5.49285307,8.807619541,5.06854462,4.208738551,2.376419842,1.500581259,3.71484375,2.351649205,7.681468745,4.872111566,4.450620145,1.900921079,6.564157425,5.099285894,9.092214785,4.987511903,8.955483945,3.381333873,9.452913087,3.169923588,9.63138821,3.232442478,1
5.969726227,4.709480517,9.220166224,9.285000493,7.555009258,4.901302266,2.727689119,7.975302069,6.905086927,5.862954097,1.525537213,2.236329742,3.907107769,6.572456291,7.038424288,2.133787049,2.314839257,8.946789185,6.109133748,5.463158011,2.011938601,6.756970695,8.608259391,2.975817783,4.090539957,7.03199034,9.886606603,5.832777389,5.347031591,4.140350171,2.640802454,9.877278216,8.432248028,6.818118713,4.720875267,1.381312031,6.218775069,4.800042929,7.023318735,9.04672066,2.491165025,4.179770137,5.600211098,0
6.160389474,9.767071787,5.971833595,3.174934199,7.03554476,6.587394546,9.633967841,3.831925105,3.835816521,7.888545129,1.829002424,9.112630308,9.843205021,5.548139838,8.439909261,1.963657699,9.082408236,4.194209391,6.327725253,2.692346972,8.343834983,5.533710532,9.331331449,2.308971351,4.656640433,9.283804555,9.197256131,2.412849138,4.122006376,8.444681865,2.835782556,6.005962787,5.430950468,7.129814585,9.327460455,3.361850519,9.783021462,4.688573089,1.043922747,9.050736835,7.450448976,9.194887359,2.810105874,1
2.534145745,6.231125814,4.850903669,8.284237683,9.101157592,3.839478799,5.031067635,4.444670525,6.050048109,5.90625882,9.56642525,5.190726039,2.628024543,4.081267092,8.533681717,9.262918596,2.578056531,1.912155813,6.339549117,6.660401159,4.971671969,5.05207168,5.95283572,5.514602848,2.464432302,4.453846671,6.770662232,2.845060514,7.510268146,7.035124508,1.597589089,5.81530025,2.982720749,9.067798238,8.201443231,7.905230692,6.904233538,9.322735641,3.857762777,4.499890442,8.565207405,9.732268682,6.096155426,1
